studyid,site,treatment,start_date,measurement_date,response (formal name),units,value,upper se,se,exposure time,n,source,notes,numeric_start,numeric_end,seasonal_mean_dli,seasonal_mean_temp
152,"Koje Bay, South Korea",Koje,2002-04-14,2002-05-10,shoot density,count,185.758865248226,199.224848962437,13.465983714211006,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11791,11817,NA,15.573092971737656
152,"Koje Bay, South Korea",Koje,2002-05-10,2002-07-29,shoot density,count,115.404255319148,123.43244899746,8.028193678311993,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11817,11897,11.837405646624749,19.81307659261767
152,"Koje Bay, South Korea",Koje,2002-07-29,2002-08-26,shoot density,count,80.2269503546098,89.2301024428683,9.003152088258503,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11897,11925,11.30700947666326,23.75963254416727
152,"Koje Bay, South Korea",Koje,2002-08-26,2002-09-27,shoot density,count,66.0425531914892,73.3602136415374,7.317660450048194,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11925,11957,8.716682263659253,22.9542549184452
152,"Koje Bay, South Korea",Koje,2002-09-27,2002-10-25,shoot density,count,91.5744680851063,101.816565974958,10.242097889851692,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11957,11985,8.858028811536753,20.17366774072302
152,"Koje Bay, South Korea",Koje,2002-10-25,2002-11-30,shoot density,count,39.3758865248226,48.1872865773573,8.811400052534701,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11985,12021,8.31349127432755,15.523423676186725
152,"Koje Bay, South Korea",Koje,2002-11-30,2002-12-30,shoot density,count,87.6028368794325,100.448472112774,12.845635233341497,calculate,5,Figure 6A,"n = 4 - 6, so used 5",12021,12051,12.8597372651118,11.476768474286345
152,"Koje Bay, South Korea",Koje,2002-12-30,2003-01-25,shoot density,count,87.6028368794325,99.9012345679011,12.298397688468597,calculate,5,Figure 6A,"n = 4 - 6, so used 5",12051,12077,14.853846574211172,9.756942271611992
152,"Koje Bay, South Korea",Koje,2003-01-25,2003-03-03,shoot density,count,45.6170212765956,52.8388057087819,7.221784432186297,calculate,5,Figure 6A,"n = 4 - 6, so used 5",12077,12114,16.6943868682792,9.424853513083606
152,"Koje Bay, South Korea",Koje,2003-03-03,2003-03-28,shoot density,count,64.3404255319148,71.4448822344802,7.1044567025654,calculate,5,Figure 6A,"n = 4 - 6, so used 5",12114,12139,15.641106580039363,11.507165156230817
152,"Kosung Bay, South Korea",Kosung,2001-06-24,2001-06-24,shoot density,count,85.9007092198581,104.005516154452,18.104806934593896,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11497,11497,NA,NA
152,"Kosung Bay, South Korea",Kosung,2001-06-24,2001-07-25,shoot density,count,85.9007092198581,94.9760966640398,9.0753874441817,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11497,11528,NA,28.927766675188472
152,"Kosung Bay, South Korea",Kosung,2001-07-25,2001-08-30,shoot density,count,71.1489361702127,90.0509587601785,18.902022589965796,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11528,11564,NA,29.59126430502223
152,"Kosung Bay, South Korea",Kosung,2001-08-30,2001-09-25,shoot density,count,87.6028368794325,103.458278609578,15.8554417301455,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11564,11590,NA,27.2450590590252
152,"Kosung Bay, South Korea",Kosung,2001-09-25,2001-11-14,shoot density,count,163.599684791174,201.687417914368,38.087733123194,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11590,11640,NA,19.018987295512076
152,"Kosung Bay, South Korea",Kosung,2001-11-14,2001-12-13,shoot density,count,149.021276595744,169.674021539269,20.652744943524993,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11640,11669,NA,10.22998074299925
152,"Kosung Bay, South Korea",Kosung,2001-12-13,2002-01-14,shoot density,count,171.085894405043,195.394186148323,24.308291743279995,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11669,11701,NA,7.988862823431035
152,"Kosung Bay, South Korea",Kosung,2002-01-14,2002-02-13,shoot density,count,166.751773049645,201.413799141931,34.662026092286,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11701,11731,NA,7.06482767940472
152,"Kosung Bay, South Korea",Kosung,2002-02-13,2002-03-15,shoot density,count,276.28684003152,296.633131949916,20.34629191839599,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11731,11761,NA,8.566298348374332
152,"Kosung Bay, South Korea",Kosung,2002-03-15,2002-04-11,shoot density,count,276.28684003152,294.444181770422,18.157341738902005,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11761,11788,NA,15.618584045211025
152,"Kosung Bay, South Korea",Kosung,2002-04-11,2002-05-09,shoot density,count,133.260835303388,145.321950792399,12.061115489011002,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11788,11816,NA,17.70968672533854
152,"Kosung Bay, South Korea",Kosung,2002-05-09,2002-06-25,shoot density,count,107.650118203309,116.591979686542,8.941861483232998,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11816,11863,9.602873133209453,23.682440953897412
152,"Kosung Bay, South Korea",Kosung,2002-06-25,2002-07-31,shoot density,count,69.0370370370369,75.2755450485946,6.238508011557698,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11863,11899,5.362422455281388,24.740520598582087
152,"Kosung Bay, South Korea",Kosung,2002-07-31,2002-08-25,shoot density,count,44.608353033884796,54.7541371158391,10.145784081954304,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11899,11924,4.842650140171492,27.226275534094807
152,"Kosung Bay, South Korea",Kosung,2002-08-25,2002-09-27,shoot density,count,38.6981875492513,45.9983363978635,7.300148848612196,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11924,11957,4.2229583548747875,24.312522266866825
152,"Kosung Bay, South Korea",Kosung,2002-09-27,2002-10-25,shoot density,count,48.9424743892828,55.0277558882758,6.085281498992998,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11957,11985,8.126438516238585,20.044649099132425
152,"Kosung Bay, South Korea",Kosung,2002-10-25,2002-11-30,shoot density,count,32.3940110323088,38.3370107696347,5.9429997373258985,calculate,5,Figure 6A,"n = 4 - 6, so used 5",11985,12021,13.862742190071284,11.834584478648402
152,"Kosung Bay, South Korea",Kosung,2002-11-30,2003-01-24,shoot density,count,48.1544523246649,55.0277558882758,6.873303563610897,calculate,5,Figure 6A,"n = 4 - 6, so used 5",12021,12076,25.892122959851406,5.35000535670017
152,"Kosung Bay, South Korea",Kosung,2003-01-24,2003-03-04,shoot density,count,73.371158392434893,84.8522020838804,11.481043691445507,calculate,5,Figure 6A,"n = 4 - 6, so used 5",12076,12115,30.25914775685266,5.969360802839562
152,"Kosung Bay, South Korea",Kosung,2003-03-04,2003-03-28,shoot density,count,92.6776989755712,106.468085106382,13.790386130810802,calculate,5,Figure 6A,"n = 4 - 6, so used 5",12115,12139,28.355631071573942,10.088628131591198
152,"Kosung Bay, South Korea",Kosung,2003-03-28,2003-04-25,shoot density,count,102.133963750985,125.074161632081,22.940197881095997,calculate,5,Figure 6A,"n = 4 - 6, so used 5",12139,12167,23.62143455064975,15.080948918300228
