studyid,site,treatment,start_date,measurement_date,response,units,value,upper se,se,exposure time,n,source,notes,clean_response,std_time,clean_value,mortality_rate,lifestage,collection_date,sample size (reps),planting density (shoots / area),tank volume (L),light hours,dark hours,surface_irradiance,si_units,penetrating irradiance,pi_units,%SI,mean DLI (mol m-2day-1),temperature_c,salinity_psu,pH,turbidity (NTU),NO3 addition,target NO3,measured NO3,NH4 addition,target NH4,measured NH4,measured DIN,added PO4,measured PO4,grain size (µM),DIC,% organic matter,Fe content,sulphide,driver notes,other covariates,light-temperature,exp setup,seasonal data?,pen_light,surface_light,light_hours,mean_dli,author,pub_year,lat,lon,DLI,clean_temp,parsed_collection_date,lambda,initial_density,prop_change,pop_growth,suncalc_light_hours,suncalc_DLI,seasonal_mean_dli,seasonal_mean_temp,temp_bin,dli_bin,net_growth,pop_growth_rate,season
103,"Lillebælt, Island of Fyn, Denmark",30 + LG,np,np,shoot survival,proportion,0.32286804097872696,0.449493248535355,0.12662520755662804,21 days,3,Figure 3,"mortality = ""Z. marina mortality was assessed by deploying a weight of 26 g to the shoots. Z. marina shoots usually show signs of mortality by a softening in the transi- tion region between the above and below-ground parts (Greve et al., 2003). Only plants able to resist the weight were considered as a survivor""",shoot mortality,21,0.677131959021273,0.032244379001013,adult,np,3,mean: 27.5 / (0.14 m2); range: 25 to 30 / (0.14 m2),np,12,12,120,µmol photos m-2 s-1,np,np,NA,NA,30,np,np,np,np,np,np,np,np,np,didn't check,NA,NA,np,np,0.32 ± 0.29,5 µmol cm3,NA,120 was minimum light; used study 97 Fe because same source sediments and authors; missing salinity and grain size can probably be imputed using study 97 data,gracilaria addition,temperature; gracilaria,lab mesocosm,no,NA,120,12,NA,Martinez-Luscher_Holmer,2010,55.5,9.6666667,5.184,30,NA,0.322868040978727,NA,NA,-0.677131959021273,NA,NA,NA,NA,"(21.7,30]",>5 DLI <=10,NA,-0.032244379001013,NA
103,"Lillebælt, Island of Fyn, Denmark",30 + HG,np,np,shoot survival,proportion,0.13737899056988,0.215013001660453,0.077634011090573,21 days,3,Figure 3,"mortality = ""Z. marina mortality was assessed by deploying a weight of 26 g to the shoots. Z. marina shoots usually show signs of mortality by a softening in the transi- tion region between the above and below-ground parts (Greve et al., 2003). Only plants able to resist the weight were considered as a survivor""",shoot mortality,21,0.86262100943012,0.04107719092524381,adult,np,3,mean: 27.5 / (0.14 m2); range: 25 to 30 / (0.14 m2),np,12,12,120,µmol photos m-2 s-1,np,np,NA,NA,30,np,np,np,np,np,np,np,np,np,didn't check,NA,NA,np,np,0.32 ± 0.29,5 µmol cm3,NA,120 was minimum light; used study 97 Fe because same source sediments and authors; missing salinity and grain size can probably be imputed using study 97 data,gracilaria addition,temperature; gracilaria,lab mesocosm,no,NA,120,12,NA,Martinez-Luscher_Holmer,2010,55.5,9.6666667,5.184,30,NA,0.13737899056988,NA,NA,-0.86262100943012,NA,NA,NA,NA,"(21.7,30]",>5 DLI <=10,NA,-0.04107719092524381,NA
113,"Gals Klint, Denmark",AO24,np,np,shoot survival,proportion,0.981641468682505,0.998920086393088,0.017278617710583033,4 weeks,3,Figure 1b,mortality = np; probably follow procedure of studies 97 and 103,shoot mortality,28,0.018358531317494986,6.55661832767678e-4,adult,2007-08 (no acclimation time indicated),3,25 / (0.04 m2),12,12,12,350,µmol photos m-2 s-1,np,np,NA,NA,15,18.600000000000001,np,np,np,np,np,NA,np,NA,didn't check,NA,NA,474,np,NA,3 µmol cm3,lots of data I need to figure out how to record,"carbon and nitrogen added, need to figure out how to record these values",aeration,aeration,lab mesocosm,no,NA,350,12,NA,Mascaro et al.,2009,55.5,9.66667,15.12,15,2007-08-01,0.981641468682505,NA,NA,-0.018358531317494986,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,-6.55661832767678e-4,summer
113,"Gals Klint, Denmark",AO12,np,np,shoot survival,proportion,0.983801295896328,1,0.016198704103671968,4 weeks,3,Figure 1b,mortality = np; probably follow procedure of studies 97 and 103,shoot mortality,28,0.016198704103671968,5.785251465597131e-4,adult,2007-08 (no acclimation time indicated),3,25 / (0.04 m2),12,12,12,350,µmol photos m-2 s-1,np,np,NA,NA,15,18.600000000000001,np,np,np,np,np,NA,np,NA,didn't check,NA,NA,474,np,NA,3 µmol cm3,lots of data I need to figure out how to record,"carbon and nitrogen added, need to figure out how to record these values",aeration,aeration,lab mesocosm,no,NA,350,12,NA,Mascaro et al.,2009,55.5,9.66667,15.12,15,2007-08-01,0.983801295896328,NA,NA,-0.016198704103671968,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,-5.785251465597131e-4,summer
113,"Gals Klint, Denmark",HO24,np,np,shoot survival,proportion,0.649028077753779,0.780777537796976,0.131749460043197,4 weeks,3,Figure 1b,mortality = np; probably follow procedure of studies 97 and 103,shoot mortality,28,0.350971922246221,0.012534711508793607,adult,2007-08 (no acclimation time indicated),3,25 / (0.04 m2),12,12,12,350,µmol photos m-2 s-1,np,np,NA,NA,15,18.600000000000001,np,np,np,np,np,NA,np,NA,didn't check,NA,NA,474,np,NA,3 µmol cm3,lots of data I need to figure out how to record,"carbon and nitrogen added, need to figure out how to record these values",aeration,limited aeration,lab mesocosm,no,NA,350,12,NA,Mascaro et al.,2009,55.5,9.66667,15.12,15,2007-08-01,0.649028077753779,NA,NA,-0.350971922246221,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,-0.012534711508793607,summer
113,"Gals Klint, Denmark",HO12,np,np,shoot survival,proportion,0.565874730021598,0.667386609071274,0.10151187904967596,4 weeks,3,Figure 1b,mortality = np; probably follow procedure of studies 97 and 103,shoot mortality,28,0.43412526997840195,0.015504473927800069,adult,2007-08 (no acclimation time indicated),3,25 / (0.04 m2),12,12,12,350,µmol photos m-2 s-1,np,np,NA,NA,15,18.600000000000001,np,np,np,np,np,NA,np,NA,didn't check,NA,NA,474,np,NA,3 µmol cm3,lots of data I need to figure out how to record,"carbon and nitrogen added, need to figure out how to record these values",aeration,limited aeration,lab mesocosm,no,NA,350,12,NA,Mascaro et al.,2009,55.5,9.66667,15.12,15,2007-08-01,0.565874730021598,NA,NA,-0.43412526997840195,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,-0.015504473927800069,summer
116,"Beaufort, North Carolina, USA",L + mature,np,np,shoot mortality,proportion,0.0842931895410238,NA,NA,46 days,NA,Figure 1,"mortality = ""np""",shoot mortality,46,0.0842931895410238,0.0018324606421961695,adult,2004-03 (2 week acclimation),6,6 / (30 x 35 x 14 cm),np,14,10,75 - 100,µmol photos m-2 s-1,np,np,NA,11.07 ± 3.196,mean: 20.36 ± 1.4; range: 18.92 - 25.38,mean: 28.51 ± 1.46; range: 25.12 - 31.61,mean: 7.64 ± 0.52; range: 5.78 - 8.15,mean: 10.75 ± 1.87; range: 4.1 - 16.9,np,np,np,np,np,np,didn't check,NA,NA,np,np,np,np,np,mean DLI was used because there were days of darkness/light,NA,control,lab mesocosm,no,NA,75,14,11.07,Biber et al.,2009,34.71666667,-76.66666667,11.07,20.36,2004-03-01,0.9157068104589762,NA,NA,-0.0842931895410238,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,-0.0018324606421961695,winter
116,"Beaufort, North Carolina, USA",L + seedling,np,np,seedling mortality,proportion,0.0268852799004513,NA,NA,46 days,NA,Figure 1,"mortality = ""np""",shoot mortality,46,0.0268852799004513,5.844626065315499e-4,seedling,2004-03 (2 week acclimation),6,6 / (30 x 35 x 14 cm),np,14,10,75 - 100,µmol photos m-2 s-1,np,np,NA,11.07 ± 3.196,mean: 20.36 ± 1.4; range: 18.92 - 25.38,mean: 28.51 ± 1.46; range: 25.12 - 31.61,mean: 7.64 ± 0.52; range: 5.78 - 8.15,mean: 10.75 ± 1.87; range: 4.1 - 16.9,np,np,np,np,np,np,didn't check,NA,NA,np,np,np,np,np,mean DLI was used because there were days of darkness/light,NA,control,lab mesocosm,no,NA,75,14,11.07,Biber et al.,2009,34.71666667,-76.66666667,11.07,20.36,2004-03-01,0.9731147200995487,NA,NA,-0.0268852799004513,NA,NA,NA,NA,"(13.3,21.7]",DLI > 10,NA,-5.844626065315499e-4,winter
116,"Beaufort, North Carolina, USA",3D:9L + mature,np,np,shoot mortality,proportion,0.141673180926248,NA,NA,46 days,NA,Figure 1,"mortality = ""np""",shoot mortality,46,0.141673180926248,0.003079851759266261,adult,2004-03 (2 week acclimation),6,6 / (30 x 35 x 14 cm),np,14,10,75 - 100,µmol photos m-2 s-1,np,np,NA,7.69 ± 3.721,mean: 20.36 ± 1.4; range: 18.92 - 25.38,mean: 28.51 ± 1.46; range: 25.12 - 31.61,mean: 7.64 ± 0.52; range: 5.78 - 8.15,mean: 10.75 ± 1.87; range: 4.1 - 16.9,np,np,np,np,np,np,didn't check,NA,NA,np,np,np,np,np,mean DLI was used because there were days of darkness/light,NA,days of darkness,lab mesocosm,no,NA,75,14,7.69,Biber et al.,2009,34.71666667,-76.66666667,7.69,20.36,2004-03-01,0.858326819073752,NA,NA,-0.141673180926248,NA,NA,NA,NA,"(13.3,21.7]",>5 DLI <=10,NA,-0.003079851759266261,winter
116,"Beaufort, North Carolina, USA",3D:9L + seedling,np,np,seedling mortality,proportion,0.00262830432493643,NA,NA,46 days,NA,Figure 1,"mortality = ""np""",shoot mortality,46,0.00262830432493643,5.7137050542096304e-5,seedling,2004-03 (2 week acclimation),6,6 / (30 x 35 x 14 cm),np,14,10,75 - 100,µmol photos m-2 s-1,np,np,NA,7.69 ± 3.721,mean: 20.36 ± 1.4; range: 18.92 - 25.38,mean: 28.51 ± 1.46; range: 25.12 - 31.61,mean: 7.64 ± 0.52; range: 5.78 - 8.15,mean: 10.75 ± 1.87; range: 4.1 - 16.9,np,np,np,np,np,np,didn't check,NA,NA,np,np,np,np,np,mean DLI was used because there were days of darkness/light,NA,days of darkness,lab mesocosm,no,NA,75,14,7.69,Biber et al.,2009,34.71666667,-76.66666667,7.69,20.36,2004-03-01,0.9973716956750636,NA,NA,-0.00262830432493643,NA,NA,NA,NA,"(13.3,21.7]",>5 DLI <=10,NA,-5.7137050542096304e-5,winter
116,"Beaufort, North Carolina, USA",3D:3L + mature,np,np,shoot mortality,proportion,0.00334620231960802,NA,NA,46 days,NA,Figure 1,"mortality = ""np""",shoot mortality,46,0.00334620231960802,7.274352868713088e-5,adult,2004-03 (2 week acclimation),6,6 / (30 x 35 x 14 cm),np,14,10,75 - 100,µmol photos m-2 s-1,np,np,NA,5.41 ± 3.501,mean: 20.36 ± 1.4; range: 18.92 - 25.38,mean: 28.51 ± 1.46; range: 25.12 - 31.61,mean: 7.64 ± 0.52; range: 5.78 - 8.15,mean: 10.75 ± 1.87; range: 4.1 - 16.9,np,np,np,np,np,np,didn't check,NA,NA,np,np,np,np,np,mean DLI was used because there were days of darkness/light,NA,days of darkness,lab mesocosm,no,NA,75,14,5.41,Biber et al.,2009,34.71666667,-76.66666667,5.41,20.36,2004-03-01,0.996653797680392,NA,NA,-0.00334620231960802,NA,NA,NA,NA,"(13.3,21.7]",>5 DLI <=10,NA,-7.274352868713088e-5,winter
116,"Beaufort, North Carolina, USA",3D:3L + seedling,np,np,seedling mortality,proportion,0.0564188057368025,NA,NA,46 days,NA,Figure 1,"mortality = ""np""",shoot mortality,46,0.0564188057368025,0.0012264957768870109,seedling,2004-03 (2 week acclimation),6,6 / (30 x 35 x 14 cm),np,14,10,75 - 100,µmol photos m-2 s-1,np,np,NA,5.41 ± 3.501,mean: 20.36 ± 1.4; range: 18.92 - 25.38,mean: 28.51 ± 1.46; range: 25.12 - 31.61,mean: 7.64 ± 0.52; range: 5.78 - 8.15,mean: 10.75 ± 1.87; range: 4.1 - 16.9,np,np,np,np,np,np,didn't check,NA,NA,np,np,np,np,np,mean DLI was used because there were days of darkness/light,NA,days of darkness,lab mesocosm,no,NA,75,14,5.41,Biber et al.,2009,34.71666667,-76.66666667,5.41,20.36,2004-03-01,0.9435811942631975,NA,NA,-0.0564188057368025,NA,NA,NA,NA,"(13.3,21.7]",>5 DLI <=10,NA,-0.0012264957768870109,winter
116,"Beaufort, North Carolina, USA",9D:9L + mature,np,np,shoot mortality,proportion,0.115988386005774,NA,NA,46 days,NA,Figure 1,"mortality = ""np""",shoot mortality,46,0.115988386005774,0.002521486652299435,adult,2004-03 (2 week acclimation),6,6 / (30 x 35 x 14 cm),np,14,10,75 - 100,µmol photos m-2 s-1,np,np,NA,5.49 ± 3.374,mean: 20.36 ± 1.4; range: 18.92 - 25.38,mean: 28.51 ± 1.46; range: 25.12 - 31.61,mean: 7.64 ± 0.52; range: 5.78 - 8.15,mean: 10.75 ± 1.87; range: 4.1 - 16.9,np,np,np,np,np,np,didn't check,NA,NA,np,np,np,np,np,mean DLI was used because there were days of darkness/light,NA,days of darkness,lab mesocosm,no,NA,75,14,5.49,Biber et al.,2009,34.71666667,-76.66666667,5.49,20.36,2004-03-01,0.884011613994226,NA,NA,-0.115988386005774,NA,NA,NA,NA,"(13.3,21.7]",>5 DLI <=10,NA,-0.002521486652299435,winter
116,"Beaufort, North Carolina, USA",9D:9L + seedling,np,np,seedling mortality,proportion,0.0573760030630313,NA,NA,46 days,NA,Figure 1,"mortality = ""np""",shoot mortality,46,0.0573760030630313,0.001247304414413724,seedling,2004-03 (2 week acclimation),6,6 / (30 x 35 x 14 cm),np,14,10,75 - 100,µmol photos m-2 s-1,np,np,NA,5.49 ± 3.374,mean: 20.36 ± 1.4; range: 18.92 - 25.38,mean: 28.51 ± 1.46; range: 25.12 - 31.61,mean: 7.64 ± 0.52; range: 5.78 - 8.15,mean: 10.75 ± 1.87; range: 4.1 - 16.9,np,np,np,np,np,np,didn't check,NA,NA,np,np,np,np,np,mean DLI was used because there were days of darkness/light,NA,days of darkness,lab mesocosm,no,NA,75,14,5.49,Biber et al.,2009,34.71666667,-76.66666667,5.49,20.36,2004-03-01,0.9426239969369687,NA,NA,-0.0573760030630313,NA,NA,NA,NA,"(13.3,21.7]",>5 DLI <=10,NA,-0.001247304414413724,winter
116,"Beaufort, North Carolina, USA",9D:3L + mature,np,np,shoot mortality,proportion,0.475882615701226,NA,NA,46 days,NA,Figure 1,"mortality = ""np""",shoot mortality,46,0.475882615701226,0.010345274254374478,adult,2004-03 (2 week acclimation),6,6 / (30 x 35 x 14 cm),np,14,10,75 - 100,µmol photos m-2 s-1,np,np,NA,2.58 ± 3.0324,mean: 20.36 ± 1.4; range: 18.92 - 25.38,mean: 28.51 ± 1.46; range: 25.12 - 31.61,mean: 7.64 ± 0.52; range: 5.78 - 8.15,mean: 10.75 ± 1.87; range: 4.1 - 16.9,np,np,np,np,np,np,didn't check,NA,NA,np,np,np,np,np,mean DLI was used because there were days of darkness/light,NA,days of darkness,lab mesocosm,no,NA,75,14,2.58,Biber et al.,2009,34.71666667,-76.66666667,2.58,20.36,2004-03-01,0.5241173842987741,NA,NA,-0.475882615701226,NA,NA,NA,NA,"(13.3,21.7]",DLI <=5,NA,-0.010345274254374478,winter
116,"Beaufort, North Carolina, USA",9D:3L + seedling,np,np,seedling mortality,proportion,0.447294322224526,NA,NA,46 days,NA,Figure 1,"mortality = ""np""",shoot mortality,46,0.447294322224526,0.009723789613576651,seedling,2004-03 (2 week acclimation),6,6 / (30 x 35 x 14 cm),np,14,10,75 - 100,µmol photos m-2 s-1,np,np,NA,2.58 ± 3.0324,mean: 20.36 ± 1.4; range: 18.92 - 25.38,mean: 28.51 ± 1.46; range: 25.12 - 31.61,mean: 7.64 ± 0.52; range: 5.78 - 8.15,mean: 10.75 ± 1.87; range: 4.1 - 16.9,np,np,np,np,np,np,didn't check,NA,NA,np,np,np,np,np,mean DLI was used because there were days of darkness/light,NA,days of darkness,lab mesocosm,no,NA,75,14,2.58,Biber et al.,2009,34.71666667,-76.66666667,2.58,20.36,2004-03-01,0.552705677775474,NA,NA,-0.447294322224526,NA,NA,NA,NA,"(13.3,21.7]",DLI <=5,NA,-0.009723789613576651,winter
